discussions_count,comments_count,movie_count,screenshot_count,awards_count,file_size_mb,change_notes,certified_compatible,creator_count,featured_collection_count,visitors_count,favorites_count,accepted,class_count,class_scout,class_soldier,class_pyro,class_demoman,class_heavy,class_engineer,class_medic,class_sniper,class_spy,item_slot_headgear,item_slot_weapon,item_slot_taunt,item_slot_misc,submitted_by_submitter
1,24,0,3,0,5.697,4,1,1,28,5283,356,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,153.0
18,93,2,1,4,5.134,1,0,1,160,40179,1435,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,14.0
4,150,1,2,0,3.051,4,0,1,158,7572,544,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0
0,10,0,0,0,1.255,4,0,2,5,1750,47,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
1,26,0,1,0,5.904,1,1,1,7,1422,43,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0,22,0,6,0,6.828,2,1,2,51,4766,330,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,209.0
0,6,0,6,0,5.503,2,1,2,32,1536,157,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0
0,3,0,6,0,6.876,2,1,2,21,1102,127,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,209.0
0,13,0,9,0,5.256,1,1,1,3,1204,22,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
25,201,1,7,1,6.656,1,0,1,387,57930,1686,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,36.0
0,13,0,3,0,5.478,1,1,2,26,2668,207,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,39.0
1,17,0,4,0,5.943,2,0,1,36,3758,139,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,34.0
0,4,0,3,0,6.836,1,1,4,11,2545,147,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0
1,15,0,4,3,6.091,3,1,2,37,3896,275,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,51.0
0,3,0,0,0,0.10200000000000001,1,0,1,3,800,14,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
13,93,0,4,7,4.2620000000000005,1,0,2,215,32488,1528,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,183.0
0,10,0,7,2,5.356,4,1,2,16,2640,146,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,179.0
0,4,0,4,0,5.276,7,1,1,5,945,17,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
0,6,0,6,0,4.969,1,1,1,15,1194,126,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,145.0
0,3,0,6,0,4.145,1,1,1,7,829,96,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,145.0
0,2,0,6,0,6.287,1,1,1,10,993,117,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,145.0
0,10,0,0,1,8.427,2,1,1,9,1728,53,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
0,6,0,3,0,6.9,1,1,3,4,1123,25,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
2,19,0,8,0,5.366,7,1,3,14,3535,190,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,8,0,6,0,4.386,3,1,1,6,1435,44,0,5.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,2.0
22,163,0,5,58,6.819,1,1,2,227,42350,2896,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,139.0
0,7,0,0,0,0.228,3,0,1,6,1111,39,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0
1,45,0,0,0,1.476,4,0,1,33,3332,227,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
3,28,0,4,26,6.913,2,1,5,86,11117,929,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0
3,196,0,0,1,3.821,3,0,1,293,12722,934,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
0,4,0,0,0,0.325,2,0,1,3,1001,32,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
1,1,0,1,0,5.447,1,1,1,11,1623,68,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,4.0
2,19,0,0,0,3.1390000000000002,2,0,1,15,1820,85,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,5.0
0,10,0,5,0,6.7780000000000005,2,1,2,80,3748,358,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,118.0
1,10,0,6,0,6.883,2,1,2,67,3618,346,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0
11,109,0,5,3,3.735,2,0,2,111,17657,760,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,118.0
0,40,0,1,0,2.151,1,0,1,3,1927,26,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0
1,5,0,4,0,4.133,2,1,1,6,1414,47,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,2.0
2,26,0,5,0,4.398,1,1,1,9,2242,122,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0
0,5,0,3,1,7.213,6,1,4,16,2685,163,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,53.0
0,10,0,3,0,4.595,3,1,4,29,4311,321,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0
3,78,0,0,1,1.686,6,0,1,55,3741,251,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
2,161,0,5,2,8.069,3,0,1,96,8210,623,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,380.0
0,28,0,0,0,0.202,1,0,1,1,1021,8,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,11.0
17,128,3,9,10,20.018,2,0,1,278,23185,1441,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0
1,88,1,1,0,0.433,2,0,1,27,5618,215,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,23.0
0,9,0,0,0,0.187,3,0,1,3,823,22,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,23.0
52,418,0,4,41,2.6710000000000003,1,0,2,1043,144572,5703,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,95.0
0,19,0,0,0,1.147,1,0,1,5,1430,32,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0
0,8,0,4,0,7.736,1,1,1,13,2444,151,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,145.0
2,38,0,5,0,5.456,2,1,1,17,4091,239,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,20.0
0,5,0,4,0,6.839,2,1,2,7,1893,95,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,179.0
0,24,0,3,0,4.5809999999999995,1,1,3,32,3090,182,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
2,32,0,7,2,4.122,1,1,2,99,10399,814,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,183.0
2,18,0,7,2,6.652,2,1,2,94,10930,796,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,183.0
5,50,0,7,10,6.974,2,1,2,215,25984,1907,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,183.0
0,8,0,0,0,0.114,2,0,1,4,1180,31,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
0,15,0,0,0,1.913,2,0,1,12,1492,58,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0
15,114,1,3,10,7.987,2,1,2,116,25313,1350,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,172.0
1,81,0,0,0,1.113,1,0,2,57,2604,275,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,85.0
0,4,0,0,0,0.42,2,0,1,1,769,9,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
1,11,0,0,0,0.053,1,0,1,2,1260,43,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,66.0
5,20,1,3,0,0.209,1,0,1,19,3404,87,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0
2,21,0,3,0,6.836,1,1,4,39,4983,399,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,94.0
3,9,0,4,0,6.8260000000000005,2,1,1,7,2030,50,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0,13,0,0,0,0.165,1,0,1,4,1086,17,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1,15,0,2,0,0.866,1,0,1,18,3366,119,0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
23,117,0,5,7,3.367,1,0,5,357,56382,2294,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,74.0
0,8,0,0,0,0.12,1,0,1,3,962,15,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,53.0
1,9,0,3,1,7.165,2,1,1,18,2185,226,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,172.0
0,9,0,3,0,6.66,3,1,1,21,2255,290,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0
3,62,0,5,1,3.609,2,1,1,39,9010,434,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0
5,24,0,3,1,0.5730000000000001,1,0,1,95,10102,489,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,36.0
2,11,0,5,1,3.862,1,1,1,26,2586,304,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0
1,0,0,3,0,3.864,1,1,1,15,1178,158,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,34.0
0,6,0,3,0,5.352,1,1,2,9,1136,81,0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,34.0
2,31,1,7,1,0.733,1,0,1,19,3542,210,0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,52.0
9,47,0,5,0,5.647,1,0,1,96,12551,628,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,34.0
0,59,0,0,0,2.12,2,0,2,5,1441,59,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,380.0
1,5,0,5,0,5.422,1,1,1,3,1596,59,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0
0,8,0,5,0,5.144,1,0,3,10,972,115,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,78.0
0,1,0,5,0,6.514,1,0,3,16,1377,182,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,78.0
0,16,0,3,0,5.341,2,1,1,23,2430,125,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,183.0
24,146,1,8,28,12.326,1,0,2,329,58187,2785,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,210.0
20,111,1,4,17,2.813,2,0,4,532,60703,3279,0,4.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,13.0
9,35,0,6,3,5.18,1,1,2,73,13402,608,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,172.0
5,28,0,2,1,4.331,1,1,1,26,3292,234,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,15.0
0,6,0,0,1,3.749,1,1,1,4,890,10,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2,6,0,2,0,4.128,1,1,1,9,1776,75,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,16.0
0,8,0,2,0,5.1370000000000005,2,1,2,11,2305,86,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,7.0
2,12,0,0,0,0.5720000000000001,1,0,1,8,1611,44,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0,10,0,7,0,6.592,2,1,1,6,2033,78,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0
0,7,0,7,0,4.447,2,1,3,3,1232,35,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,74.0
4,19,1,4,2,6.831,3,1,2,25,3678,315,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
81,352,2,2,37,0.171,2,0,1,695,113305,4129,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0,9,0,7,0,0.53,1,0,2,2,950,16,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
0,7,0,0,0,0.615,1,0,1,1,910,11,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,22.0
22,121,1,1,11,5.177,12,1,1,218,39332,1780,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,3.0
0,57,0,0,0,1.858,2,0,1,6,1505,34,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0
0,3,0,2,0,4.255,1,1,2,15,1517,73,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,95.0
0,5,0,2,0,6.75,1,1,1,22,4175,231,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0
19,85,0,6,6,7.173,2,1,3,211,36556,1811,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,42.0
0,50,0,0,1,0.36,1,0,1,11,1065,25,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
2,351,0,2,0,4.476,6,1,1,44,9735,704,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,17.0
9,95,3,1,0,0.326,1,0,1,136,25459,759,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,2.0
1,75,0,0,0,2.101,3,0,1,90,4263,216,0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
0,16,0,5,2,6.822,2,1,2,65,3759,425,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0
1,41,0,5,2,6.132,2,1,2,65,7481,383,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,118.0
0,26,0,5,2,5.5280000000000005,2,1,2,63,5465,455,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,118.0
26,204,2,2,30,8.59,5,1,2,174,47858,2126,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,118.0
1,17,0,2,1,5.139,1,1,1,16,2898,169,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,60.0
0,12,0,3,0,0.20800000000000002,1,0,1,6,2105,38,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0
1,8,0,3,0,3.565,1,1,1,11,1464,49,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,119.0
2,11,0,4,0,4.006,1,1,1,8,2499,109,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,119.0
2,74,0,0,0,1.9220000000000002,1,0,1,238,7977,426,0,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,2.0
0,4,0,0,0,0.029,1,0,1,7,1415,38,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
0,13,0,2,0,3.949,1,1,1,8,1788,39,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0
0,3,0,3,0,3.9699999999999998,2,1,1,5,920,18,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0,48,0,0,0,0.47400000000000003,5,0,1,41,3152,189,0,2.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
0,181,0,10,0,4.539,2,0,1,16,7702,254,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,17.0
0,17,0,0,0,1.62,2,0,1,4,1110,19,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,17.0
0,6,1,5,0,6.781,1,1,1,32,1905,206,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
0,3,0,4,0,6.8629999999999995,1,1,1,25,1716,187,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0
0,14,1,5,0,10.063,1,1,1,31,4492,351,0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,4.0
12,60,0,2,9,7.939,3,1,2,150,26325,1633,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0
10,23,0,2,12,7.356,1,1,2,108,15464,1233,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,5.0
8,31,0,1,13,4.912,1,1,2,145,23421,1600,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,5.0
7,57,0,2,15,4.03,1,1,2,183,34212,1845,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,5.0
64,350,0,2,137,8.525,1,0,2,645,99023,5134,0,9.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,5.0
0,3,0,0,0,0.429,2,0,1,5,1021,19,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,9.0
1,7,0,3,0,1.733,1,0,1,5,1060,21,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
6,21,0,6,4,6.6,1,1,1,46,5079,588,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,183.0
0,14,0,7,2,6.664,1,1,1,39,3117,390,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,183.0
0,0,0,2,0,3.075,1,0,1,6,832,11,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0
2,15,0,6,0,3.176,2,1,1,16,2849,50,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
22,229,1,3,39,5.218,2,0,2,262,75888,3008,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,3.0
0,61,0,0,0,3.755,1,0,2,18,2172,244,0,2.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,85.0
20,139,2,2,10,5.283,6,1,1,202,57410,2128,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0
0,3,0,6,0,5.507,1,0,1,11,598,28,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,64.0
1,4,0,5,0,3.708,1,0,2,8,1004,41,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,64.0
4,29,2,3,1,5.153,8,1,1,33,12471,333,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,9.0
2,11,0,3,0,1.143,4,0,1,7,1574,18,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0
1,19,0,5,0,5.546,2,1,3,39,3013,298,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,95.0
2,31,0,5,3,9.386,2,1,3,113,9670,840,0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0
1,8,0,5,0,5.157,1,1,1,15,2186,115,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,145.0
1,6,0,5,0,6.5,1,1,1,12,2486,161,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,145.0
0,4,0,5,0,6.323,1,1,1,10,2005,109,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,145.0
0,2,0,3,0,4.118,2,1,1,3,1234,20,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
0,17,0,0,0,1.376,1,0,1,19,2261,75,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,21.0
3,21,1,1,0,5.47,1,1,3,20,10356,211,0,3.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0
0,1,0,2,0,0.062,1,0,1,2,852,9,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
0,46,0,0,0,0.225,2,0,1,9,1323,52,0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,21.0
1,11,0,1,0,6.64,1,1,1,8,2196,89,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,95.0
1,28,0,4,13,6.966,4,1,4,166,15828,1372,0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,430.0
