discussions_count,comments_count,movie_count,screenshot_count,awards_count,link_count,file_size_mb,change_notes,certified_compatible,creator_count,featured_collection_count,visitors_count,favorites_count,accepted,posted_time,updated_time,passed_time,media_count,class_count,item_slot_count,submitted_by_submitter,class_scout,class_soldier,class_pyro,class_demoman,class_heavy,class_engineer,class_medic,class_sniper,class_spy,item_slot_headgear,item_slot_misc,item_slot_taunt,item_slot_weapon
0,2,0,0,0,0,6.856,1,1,4,5,2348,47,0,1542794400.0,1542794400.0,0.0,0,1,1,154,1,0,0,0,0,0,0,0,0,0,1,0,0
1,0,0,0,0,0,6.857,2,1,4,12,2428,54,0,1542794520.0,1542794520.0,0.0,0,1,1,154,1,0,0,0,0,0,0,0,0,0,1,0,0
0,9,0,3,1,0,6.884,1,1,3,22,3076,236,0,1542795240.0,1542795240.0,0.0,3,1,1,426,0,0,0,1,0,0,0,0,0,1,0,0,0
0,2,0,0,0,0,5.551,1,1,3,6,1487,30,0,1542795300.0,1542795300.0,0.0,0,1,1,426,0,0,0,1,0,0,0,0,0,1,0,0,0
0,15,0,6,0,0,4.8870000000000005,2,1,1,15,1240,40,0,1372695660.0,1372762020.0,66360.0,6,1,1,8,0,0,0,0,0,1,0,0,0,0,1,0,0
0,8,0,2,0,0,5.299,2,1,2,9,1648,89,0,1372699860.0,1372975440.0,275580.0,2,1,1,16,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,0,7,0,0,8.799,1,0,1,11,1147,52,0,1542860820.0,1542860820.0,0.0,7,9,0,216,1,1,1,1,1,1,1,1,1,0,0,0,0
0,2,0,0,0,0,8.484,2,1,2,4,1593,31,0,1542861540.0,1564188960.0,21327420.0,0,1,1,266,0,0,0,0,0,0,0,0,1,1,0,0,0
1,1,0,0,0,0,9.316,2,1,2,1,1751,31,0,1542861660.0,1564188480.0,21326820.0,0,1,1,266,0,0,0,0,0,0,0,0,1,1,0,0,0
1,6,0,5,4,0,6.742,2,1,3,16,2107,216,0,1542866760.0,1542869880.0,3120.0,5,1,1,153,0,0,0,0,0,0,1,0,0,1,0,0,0
0,2,0,5,5,0,8.042,2,1,3,25,2524,296,0,1542867060.0,1542869820.0,2760.0,5,1,1,153,0,0,0,0,0,0,1,0,0,0,1,0,0
1,5,0,5,1,0,6.79,3,1,3,15,1450,174,0,1542867240.0,1542871620.0,4380.0,5,1,1,153,0,0,0,0,0,0,1,0,0,0,1,0,0
0,45,0,0,0,0,0.113,1,0,1,6,1949,83,0,1331390520.0,1331390520.0,0.0,0,1,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0
23,209,0,4,166,0,5.985,7,1,2,248,43466,3688,0,1542879180.0,1635198840.0,92319660.0,4,1,1,111,0,0,0,0,0,1,0,0,0,1,0,0,0
8,28,0,4,5,0,5.526,5,1,2,129,17775,1329,0,1542879480.0,1635197880.0,92318400.0,4,1,1,111,0,0,0,0,0,1,0,0,0,0,1,0,0
0,31,0,5,0,0,5.453,1,1,2,30,2994,252,0,1372723200.0,1372723200.0,0.0,5,1,1,380,0,0,1,0,0,0,0,0,0,0,1,0,0
0,11,0,6,6,0,6.411,1,1,2,21,3632,243,0,1542885540.0,1542885540.0,0.0,6,9,1,430,1,1,1,1,1,1,1,1,1,0,1,0,0
0,8,0,7,0,0,4.805,1,0,1,7,1296,58,0,1542901380.0,1542901380.0,0.0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
0,9,0,6,0,0,0.511,2,0,1,14,1675,89,0,1542904620.0,1543059840.0,155220.0,6,9,0,24,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,4,0,0,1.6320000000000001,1,0,1,6,1109,46,0,1542916260.0,1542916260.0,0.0,4,9,0,13,1,1,1,1,1,1,1,1,1,0,0,0,0
3,15,0,2,5,0,0.624,1,0,1,28,3396,169,0,1542922560.0,1542922560.0,0.0,2,1,1,191,0,0,0,0,0,1,0,0,0,0,0,0,1
3,5,0,2,0,0,0.647,1,0,1,19,2303,107,0,1542922740.0,1542922740.0,0.0,2,1,1,191,0,0,0,0,0,1,0,0,0,0,0,0,1
0,4,0,1,0,0,5.077,1,1,1,5,1030,29,0,1542923520.0,1542923520.0,0.0,1,1,1,191,0,0,0,0,0,1,0,0,0,1,0,0,0
0,0,0,1,0,0,3.985,1,1,1,4,1092,32,0,1542924240.0,1542924240.0,0.0,1,1,1,191,0,0,0,0,0,1,0,0,0,1,0,0,0
0,3,0,3,0,0,3.909,1,0,1,4,1103,31,0,1542934440.0,1542934440.0,0.0,3,9,0,13,1,1,1,1,1,1,1,1,1,0,0,0,0
0,2,0,10,0,0,0.708,1,0,1,7,1332,46,0,1542946620.0,1542946620.0,0.0,10,9,0,11,1,1,1,1,1,1,1,1,1,0,0,0,0
4,53,0,1,0,0,2.991,2,1,2,14,3018,111,0,1372751400.0,1372803480.0,52080.0,1,1,1,14,0,1,0,0,0,0,0,0,0,0,1,0,0
4,257,1,5,1,0,10.725,3,0,1,285,17390,1218,0,1372751580.0,1372830000.0,78420.0,6,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,1
4,48,2,7,2,0,5.446,7,1,1,38,5314,448,0,1372751820.0,1375495920.0,2744100.0,9,1,0,36,0,0,0,1,0,0,0,0,0,0,0,0,0
4,16,0,7,16,0,6.867,2,1,4,38,5270,408,0,1542963720.0,1543144260.0,180540.0,7,1,1,89,1,0,0,0,0,0,0,0,0,0,1,0,0
1,6,0,4,0,0,7.183,1,1,3,9,1963,105,0,1542965160.0,1542965160.0,0.0,4,1,1,224,0,0,0,0,0,0,1,0,0,0,1,0,0
0,4,0,2,0,0,6.65,2,1,4,10,2460,93,0,1542966900.0,1543144440.0,177540.0,2,1,1,89,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,6,0,0,4.4879999999999995,1,1,3,14,822,85,0,1542973140.0,1542973140.0,0.0,6,1,1,73,0,0,1,0,0,0,0,0,0,1,0,0,0
1,2,0,7,0,0,6.813,2,1,3,17,1095,142,0,1542973260.0,1543023660.0,50400.0,7,1,1,73,0,0,1,0,0,0,0,0,0,0,1,0,0
0,14,0,3,2,0,5.614,6,1,1,8,1994,97,0,1542973680.0,1546191840.0,3218160.0,3,1,1,64,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,1,0,0,6.659,3,1,3,10,857,59,0,1542973860.0,1545300780.0,2326920.0,1,1,1,73,0,0,1,0,0,0,0,0,0,0,1,0,0
0,51,0,6,1,0,3.308,2,1,1,7,1392,26,0,1372761240.0,1372776960.0,15720.0,6,1,1,8,0,0,1,0,0,0,0,0,0,0,1,0,0
2,31,0,3,34,0,6.781,2,1,1,34,4268,301,0,1542984360.0,1600781640.0,57797280.0,3,1,1,52,0,0,0,0,0,0,0,0,1,1,0,0,0
1,4,0,10,0,0,1.469,1,0,2,16,1495,66,0,1542985440.0,1542985440.0,0.0,10,9,0,24,1,1,1,1,1,1,1,1,1,0,0,0,0
0,28,0,2,0,0,5.297,1,1,1,14,2009,144,0,1372761900.0,1372761900.0,0.0,2,1,1,61,1,0,0,0,0,0,0,0,0,1,0,0,0
0,10,0,1,0,0,4.398,2,1,1,7,1208,73,0,1372767420.0,1372781640.0,14220.0,1,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,6,0,1,0,0,4.06,1,1,1,11,982,30,0,1372767840.0,1372767840.0,0.0,1,1,1,2,0,0,0,0,0,0,0,1,0,1,0,0,0
1,1,0,6,0,0,2.757,1,0,1,11,1165,45,0,1543029720.0,1543029720.0,0.0,6,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0
0,23,0,2,0,0,3.77,1,1,3,7,2023,90,0,1372783260.0,1372783260.0,0.0,2,1,1,52,0,0,0,0,0,0,1,0,0,0,1,0,0
0,29,0,4,0,0,0.387,1,0,1,13,3097,119,0,1331408940.0,1331408940.0,0.0,4,7,1,80,1,1,1,1,1,0,1,1,0,0,0,0,1
1,55,0,2,0,0,5.73,1,1,2,84,3599,421,0,1372792140.0,1372792140.0,0.0,2,1,1,55,1,0,0,0,0,0,0,0,0,0,1,0,0
0,60,0,2,0,0,5.108,10,1,1,24,3472,272,0,1372798140.0,1470651540.0,97853400.0,2,1,1,209,0,0,0,0,1,0,0,0,0,1,0,0,0
1,18,1,3,1,0,0.189,2,0,3,24,4590,275,0,1543055340.0,1624830960.0,81775620.0,4,9,0,170,1,1,1,1,1,1,1,1,1,0,0,0,0
1,60,0,3,0,0,2.48,2,1,1,49,3887,286,0,1372800420.0,1413075120.0,40274700.0,3,1,2,21,0,0,1,0,0,0,0,0,0,1,1,0,0
1,41,0,3,0,0,3.019,3,1,2,30,4288,282,0,1372806000.0,1372822320.0,16320.0,3,1,1,6,0,1,0,0,0,0,0,0,0,0,1,0,0
1,14,0,6,6,0,10.145,1,1,3,19,3194,244,0,1543061640.0,1543061640.0,0.0,6,1,1,139,0,1,0,0,0,0,0,0,0,0,1,0,0
0,0,0,6,2,0,5.57,1,1,3,10,2727,156,0,1543061880.0,1543061880.0,0.0,6,1,1,139,0,1,0,0,0,0,0,0,0,0,1,0,0
0,16,0,2,0,0,3.365,1,1,1,10,1827,103,0,1372808700.0,1372808700.0,0.0,2,1,1,430,0,1,0,0,0,0,0,0,0,0,1,0,0
0,4,0,8,4,0,10.178,1,0,2,31,2571,157,0,1543065360.0,1543065360.0,0.0,8,0,0,95,0,0,0,0,0,0,0,0,0,0,0,0,0
0,5,0,26,0,0,1.339,1,0,1,10,1364,46,0,1543071120.0,1543071120.0,0.0,26,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,23,0,6,3,0,10.086,4,1,2,31,3989,347,0,1543093860.0,1568217660.0,25123800.0,6,8,2,63,1,1,1,1,1,1,1,0,1,1,1,0,0
0,37,0,5,0,0,8.342,1,1,2,23,2755,230,0,1372835460.0,1372835460.0,0.0,5,9,1,114,1,1,1,1,1,1,1,1,1,1,0,0,0
0,5,0,9,1,0,1.322,1,0,2,19,2353,127,0,1543129560.0,1543129560.0,0.0,9,9,0,24,1,1,1,1,1,1,1,1,1,0,0,0,0
0,16,0,5,0,0,6.489,3,1,3,10,1573,60,0,1372841280.0,1372848240.0,6960.0,5,1,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0
0,28,0,4,0,0,3.7039999999999997,13,1,1,13,1152,72,0,1372850640.0,1373154420.0,303780.0,4,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0
6,21,1,4,12,0,14.334,1,1,4,40,6429,358,0,1543150200.0,1543150200.0,0.0,5,1,1,153,0,0,1,0,0,0,0,0,0,0,0,1,0
0,1,0,8,0,0,10.312,1,0,2,5,1286,53,0,1543150920.0,1543150920.0,0.0,8,0,0,62,0,0,0,0,0,0,0,0,0,0,0,0,0
1,106,0,0,0,0,0.649,2,0,1,142,4613,212,0,1372851840.0,1372916220.0,64380.0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1
5,23,0,5,4,0,7.211,1,1,4,36,5535,498,0,1543153620.0,1543153620.0,0.0,5,3,1,172,0,1,0,0,1,1,0,0,0,0,1,0,0
0,3,0,4,0,0,5.107,2,1,4,11,1285,144,0,1543153860.0,1543235760.0,81900.0,4,1,1,172,0,0,0,0,1,0,0,0,0,1,0,0,0
0,8,0,5,0,0,6.8260000000000005,2,1,4,15,1924,232,0,1543154280.0,1543235760.0,81480.0,5,1,1,172,0,0,0,0,1,0,0,0,0,0,1,0,0
0,15,0,2,0,1,3.4050000000000002,2,1,1,9,1566,63,0,1372855680.0,1372856460.0,780.0,2,1,1,172,0,0,0,0,0,1,0,0,0,1,0,0,0
2,361,0,3,0,0,5.475,4,1,2,59,17934,1001,0,1331421180.0,1371639000.0,40217820.0,3,1,1,7,0,0,1,0,0,0,0,0,0,0,1,0,0
0,4,0,3,3,0,3.7720000000000002,1,1,3,15,1363,158,0,1543203480.0,1543203480.0,0.0,3,1,2,426,0,0,0,1,0,0,0,0,0,1,1,0,0
0,3,0,3,1,0,5.954,1,1,3,13,926,112,0,1543203600.0,1543203600.0,0.0,3,1,1,426,0,0,0,1,0,0,0,0,0,0,1,0,0
0,16,0,2,0,0,5.018,1,1,1,11,1237,57,0,1372864860.0,1372864860.0,0.0,2,1,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0
0,119,0,12,0,0,2.247,1,0,2,27,2827,234,0,1372865460.0,1372865460.0,0.0,12,9,1,10,1,1,1,1,1,1,1,1,1,1,0,0,0
2,233,0,3,0,0,3.882,2,1,1,121,5004,547,0,1372868700.0,1374508680.0,1639980.0,3,1,1,21,0,0,0,0,1,0,0,0,0,0,1,0,0
0,5,0,4,0,0,0.14200000000000002,1,0,1,4,763,11,0,1334950020.0,1334950020.0,0.0,4,1,1,3,0,0,0,0,0,0,0,1,0,1,0,0,0
2,60,0,3,0,0,6.6129999999999995,4,1,1,48,2785,242,0,1372873260.0,1373048640.0,175380.0,3,1,1,51,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,1,2,0,0,0.004,1,0,2,11,1528,54,0,1543226820.0,1543226820.0,0.0,3,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0
0,50,0,2,0,0,5.302,1,0,1,18,2393,138,0,1372879380.0,1372879380.0,0.0,2,1,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,0,0,0,6.911,1,1,4,5,1791,44,0,1543237020.0,1543237020.0,0.0,0,1,1,172,0,0,0,0,1,0,0,0,0,0,1,0,0
1,4,1,2,0,0,0.005,2,0,2,26,3463,212,0,1543239540.0,1561741380.0,18501840.0,3,8,2,96,1,1,1,1,1,1,1,0,1,0,1,1,0
1,21,0,3,8,0,7.774,7,1,1,23,4694,342,0,1543263420.0,1543932300.0,668880.0,3,9,1,64,1,1,1,1,1,1,1,1,1,0,1,0,0
0,7,1,1,0,0,0.004,1,0,1,11,1853,72,0,1543279680.0,1543279680.0,0.0,2,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0
2,63,0,2,0,0,5.12,1,1,1,53,3475,303,0,1372899660.0,1372899660.0,0.0,2,9,1,430,1,1,1,1,1,1,1,1,1,0,1,0,0
0,6,0,3,0,0,5.336,1,1,1,6,1428,56,0,1543293000.0,1543293000.0,0.0,3,1,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0
0,3,1,4,0,0,0.006,1,0,1,14,2079,86,0,1543309080.0,1543309080.0,0.0,5,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0
0,2,0,5,0,0,6.418,1,1,4,14,1374,146,0,1543311000.0,1543311000.0,0.0,5,1,1,430,0,0,0,0,0,0,1,0,0,0,1,0,0
0,0,0,5,0,0,5.87,1,1,4,10,1004,107,0,1543311180.0,1543311180.0,0.0,5,1,1,430,0,0,0,0,0,0,1,0,0,1,0,0,0
0,9,0,4,0,0,4.976,1,1,3,13,1950,128,0,1543319400.0,1543319400.0,0.0,4,1,1,154,1,0,0,0,0,0,0,0,0,1,0,0,0
3,83,0,5,0,0,2.9210000000000003,1,1,1,31,3727,295,0,1372915500.0,1372915500.0,0.0,5,1,1,17,0,0,0,0,0,0,1,0,0,0,1,0,0
0,5,0,0,0,0,3.548,1,1,1,2,1031,22,0,1372920780.0,1372920780.0,0.0,0,9,1,16,1,1,1,1,1,1,1,1,1,0,1,0,0
0,6,0,3,2,0,5.492,2,1,1,13,2218,111,0,1543342980.0,1543345560.0,2580.0,3,1,1,64,0,0,0,0,0,1,0,0,0,0,1,0,0
0,2,0,2,0,0,6.449,1,1,1,2,1524,45,0,1543346340.0,1543346340.0,0.0,2,1,1,53,0,0,0,1,0,0,0,0,0,0,1,0,0
2,7,1,3,0,0,10.964,1,1,3,16,1585,100,0,1543347000.0,1543347000.0,0.0,4,1,1,124,0,0,1,0,0,0,0,0,0,0,1,0,0
22,67,0,8,23,0,8.336,5,0,2,165,31588,1507,0,1543351440.0,1635198300.0,91846860.0,8,9,1,111,1,1,1,1,1,1,1,1,1,0,0,0,1
0,30,0,5,0,0,5.452,1,1,3,38,3024,252,0,1372929420.0,1372929420.0,0.0,5,1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0
0,12,1,2,1,0,0.20700000000000002,1,0,2,11,2173,131,0,1543376340.0,1543376340.0,0.0,3,9,0,96,1,1,1,1,1,1,1,1,1,0,0,0,0
0,8,0,20,0,0,2.6189999999999998,1,0,1,10,1596,80,0,1543379880.0,1543379880.0,0.0,20,9,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
10,63,0,5,103,0,5.161,1,1,4,58,14783,1116,0,1543387980.0,1543387980.0,0.0,5,1,1,73,0,0,0,0,0,0,1,0,0,1,0,0,0
0,53,0,2,0,1,5.825,1,1,1,29,1978,154,0,1372934940.0,1372934940.0,0.0,2,9,1,20,1,1,1,1,1,1,1,1,1,1,0,0,0
2,4,0,4,2,0,6.84,2,1,5,31,1863,184,0,1543393560.0,1566513660.0,23120100.0,4,1,1,266,0,1,0,0,0,0,0,0,0,1,0,0,0
7,423,0,4,0,0,4.442,1,1,1,375,14824,1588,0,1372935600.0,1372935600.0,0.0,4,9,1,15,1,1,1,1,1,1,1,1,1,1,0,0,0
0,4,0,4,0,0,6.939,2,1,5,21,1690,208,0,1543393860.0,1566513960.0,23120100.0,4,1,1,266,0,1,0,0,0,0,0,0,0,0,1,0,0
0,4,0,4,1,0,7.169,2,1,5,28,2196,231,0,1543394100.0,1566513600.0,23119500.0,4,1,1,266,0,1,0,0,0,0,0,0,0,0,1,0,0
1,1,1,5,1,0,0.10200000000000001,1,0,2,11,1751,70,0,1543400820.0,1543400820.0,0.0,6,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0
0,19,0,4,0,0,5.561,2,1,1,9,1702,87,0,1372938720.0,1373021940.0,83220.0,4,1,1,1,0,0,0,0,0,0,0,1,0,0,1,0,0
0,2,0,2,0,0,5.015,5,1,1,6,1156,42,0,1543411320.0,1543417740.0,6420.0,2,1,1,64,0,0,1,0,0,0,0,0,0,0,1,0,0
0,6,0,4,1,0,6.907,1,1,2,44,6054,426,0,1543454760.0,1543454760.0,0.0,4,1,1,430,0,0,0,0,0,0,0,0,1,0,1,0,0
0,12,0,2,0,0,3.15,1,1,1,4,1234,27,0,1372956420.0,1372956420.0,0.0,2,1,2,84,0,0,1,0,0,0,0,0,0,0,1,0,1
0,9,0,5,0,0,4.406,4,1,1,6,918,35,0,1372966740.0,1373279040.0,312300.0,5,3,1,84,1,0,1,0,1,0,0,0,0,1,0,0,0
3,87,0,5,1,0,5.138,6,1,2,80,6008,549,0,1372967940.0,1373005140.0,37200.0,5,1,1,10,0,0,1,0,0,0,0,0,0,0,1,0,0
3,42,0,0,1,0,1.927,1,0,2,15,2291,99,0,1318713600.0,1318775400.0,61800.0,0,1,1,4,0,0,0,0,0,1,0,0,0,0,1,0,0
8,12,1,2,5,0,5.35,1,1,3,27,4090,266,0,1543500000.0,1543500000.0,0.0,3,1,1,172,0,0,0,0,0,0,0,0,1,0,0,1,0
0,33,0,9,0,0,6.671,1,1,2,41,3015,280,0,1372980900.0,1372980900.0,0.0,9,1,1,380,0,0,0,0,1,0,0,0,0,0,1,0,0
0,17,0,8,0,0,3.982,1,1,2,19,2197,191,0,1372981320.0,1372981320.0,0.0,8,1,1,380,0,0,0,0,1,0,0,0,0,0,1,0,0
1,6,1,3,2,0,0.005,1,0,2,20,2497,131,0,1543536540.0,1543536540.0,0.0,4,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0
0,3,0,5,0,0,6.52,1,1,3,9,507,76,0,1543542180.0,1543542180.0,0.0,5,1,1,139,0,0,0,0,0,0,0,0,1,0,1,0,0
0,1,0,5,0,0,6.897,1,1,3,14,835,135,0,1543542240.0,1543542240.0,0.0,5,1,1,139,0,0,0,0,0,0,0,0,1,0,1,0,0
3,5,0,7,0,0,13.076,1,1,3,18,714,121,0,1543542600.0,1543542600.0,0.0,7,9,1,139,1,1,1,1,1,1,1,1,1,1,0,0,0
0,3,0,6,0,0,6.629,1,1,2,7,962,91,0,1543544820.0,1543544820.0,0.0,6,1,1,209,0,0,0,0,0,1,0,0,0,1,0,0,0
1,6,0,6,0,0,6.84,1,1,2,11,893,117,0,1543544940.0,1543544940.0,0.0,6,1,1,209,0,0,0,0,0,1,0,0,0,0,1,0,0
0,10,0,6,1,0,6.842,1,1,2,18,2071,245,0,1543545060.0,1543545060.0,0.0,6,1,1,209,0,0,0,0,0,1,0,0,0,0,1,0,0
1,1,0,6,0,0,6.769,1,1,2,11,1142,132,0,1543545180.0,1543545180.0,0.0,6,1,1,209,0,0,0,0,0,1,0,0,0,0,1,0,0
5,18,0,6,2,0,5.461,3,1,3,23,2901,265,0,1543554480.0,1574873820.0,31319340.0,6,1,1,22,0,0,1,0,0,0,0,0,0,0,1,0,0
1,14,1,6,2,0,10.007,3,1,6,30,3534,215,0,1543567680.0,1543737540.0,169860.0,7,3,1,37,0,1,0,0,0,1,0,1,0,1,0,0,0
2,1,0,6,0,0,11.58,2,1,1,11,1659,87,0,1543568340.0,1634982120.0,91413780.0,6,8,1,139,1,1,1,1,1,1,1,0,1,0,1,0,0
0,16,0,3,0,0,3.717,3,1,1,11,1809,95,0,1373004780.0,1373007060.0,2280.0,3,3,1,3,1,0,0,0,1,0,0,1,0,0,1,0,0
0,163,0,4,0,1,5.562,1,1,1,123,7679,772,0,1373007540.0,1373007540.0,0.0,4,1,1,266,0,0,1,0,0,0,0,0,0,0,1,0,0
3,18,1,2,1,0,0.041,1,0,2,25,3902,199,0,1543583700.0,1543583700.0,0.0,3,9,0,263,1,1,1,1,1,1,1,1,1,0,0,0,0
0,0,0,5,2,1,1.487,1,0,2,21,1987,113,0,1543585320.0,1543585320.0,0.0,5,9,1,59,1,1,1,1,1,1,1,1,1,0,0,0,1
0,1,0,7,0,0,0.683,1,0,1,10,1321,46,0,1543589280.0,1543589280.0,0.0,7,9,0,24,1,1,1,1,1,1,1,1,1,0,0,0,0
2,15,0,4,1,0,7.7,1,1,3,30,2950,265,0,1543593060.0,1543593060.0,0.0,4,5,1,75,1,1,1,0,1,1,0,0,0,1,0,0,0
14,1085,1,2,1,0,1.456,1,0,1,391,65211,2460,0,1373022540.0,1373022540.0,0.0,3,1,1,52,0,1,0,0,0,0,0,0,0,0,0,0,1
2,126,0,4,0,0,4.41,1,0,1,3,3247,149,0,1331459400.0,1331459400.0,0.0,4,1,1,119,0,0,0,0,1,0,0,0,0,0,1,0,0
0,79,0,17,0,0,3.798,1,0,1,19,2187,69,0,1373028060.0,1373028060.0,0.0,17,1,1,8,1,0,0,0,0,0,0,0,0,1,0,0,0
0,4,0,4,0,0,9.331,1,0,1,17,604,63,0,1543639020.0,1543639020.0,0.0,4,9,0,195,1,1,1,1,1,1,1,1,1,0,0,0,0
0,5,0,4,2,0,6.761,1,1,3,11,2453,134,0,1543650720.0,1543650720.0,0.0,4,1,1,73,0,0,0,1,0,0,0,0,0,1,0,0,0
0,1,0,12,0,0,0.317,1,0,1,10,1193,32,0,1543653960.0,1543653960.0,0.0,12,9,0,11,1,1,1,1,1,1,1,1,1,0,0,0,0
0,11,0,2,0,0,4.432,2,0,1,9,1070,36,0,1373040120.0,1373130000.0,89880.0,2,1,1,2,1,0,0,0,0,0,0,0,0,0,1,0,0
0,0,0,0,0,0,6.936,1,1,4,11,1698,61,0,1543660620.0,1543660620.0,0.0,0,1,1,266,0,0,0,0,1,0,0,0,0,0,1,0,0
1,1,0,0,0,0,6.401,1,1,4,9,1665,38,0,1543660800.0,1543660800.0,0.0,0,1,1,266,0,0,0,0,1,0,0,0,0,1,0,0,0
0,5,0,5,0,0,5.475,1,1,3,18,981,129,0,1543661400.0,1543661400.0,0.0,5,1,1,426,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,6.812,1,1,3,7,250,19,0,1543661580.0,1543661580.0,0.0,0,1,1,426,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,0,0,0,6.813,1,1,3,6,186,20,0,1543661700.0,1543661700.0,0.0,0,1,1,426,0,0,0,0,0,0,0,0,1,1,0,0,0
0,7,0,5,1,0,6.86,1,1,3,34,2346,284,0,1543661880.0,1543661880.0,0.0,5,1,1,426,0,0,0,0,0,0,0,0,1,0,1,0,0
0,5,0,5,1,0,6.752,1,1,3,20,1481,154,0,1543661940.0,1543661940.0,0.0,5,1,1,426,0,0,0,0,0,0,0,0,1,0,1,0,0
1,3,1,3,0,0,0.004,1,0,1,7,1742,77,0,1543662780.0,1626779760.0,83116980.0,4,9,0,1,1,1,1,1,1,1,1,1,1,0,0,0,0
2,66,0,3,0,2,4.942,2,1,1,56,4805,264,0,1373047800.0,1373255220.0,207420.0,3,1,1,20,0,0,0,0,0,0,0,1,0,0,1,0,0
1,79,0,3,0,2,4.953,3,1,1,66,4181,261,0,1373048820.0,1373475300.0,426480.0,3,1,1,20,0,0,0,0,0,0,0,1,0,0,1,0,0
0,9,0,2,0,0,3.659,1,1,1,5,1180,59,0,1373050380.0,1373050380.0,0.0,2,1,1,44,0,0,1,0,0,0,0,0,0,0,1,0,0
0,50,0,3,0,0,5.382,1,1,2,43,3052,249,0,1373051280.0,1373051280.0,0.0,3,9,1,117,1,1,1,1,1,1,1,1,1,1,0,0,0
11,53,1,2,50,0,15.128,2,1,3,135,26837,1368,0,1543678380.0,1544495760.0,817380.0,3,1,1,13,0,0,0,0,1,0,0,0,0,0,0,1,0
0,7,0,3,2,0,8.62,1,1,3,22,3223,239,0,1543679340.0,1543679340.0,0.0,3,5,1,26,0,1,1,1,0,1,0,1,0,0,1,0,0
0,9,0,4,1,0,7.735,1,1,4,41,2561,230,0,1543712160.0,1543712160.0,0.0,4,1,1,266,0,0,0,0,1,0,0,0,0,1,0,0,0
0,7,0,4,6,0,7.249,1,1,4,54,4069,419,0,1543712400.0,1543712400.0,0.0,4,1,1,266,0,0,0,0,1,0,0,0,0,0,1,0,0
0,2,0,4,0,0,6.979,1,1,4,39,2112,240,0,1543712580.0,1543712580.0,0.0,4,1,1,266,0,0,0,0,1,0,0,0,0,0,1,0,0
4,34,0,3,2,0,2.748,3,1,1,21,4235,368,0,1543744320.0,1570037100.0,26292780.0,3,1,1,426,0,0,0,0,0,1,0,0,0,0,1,0,0
0,5,0,3,3,0,7.26,1,1,2,59,7985,526,0,1543746000.0,1543746000.0,0.0,3,1,1,430,0,0,0,0,0,0,0,0,1,0,1,0,0
0,4,0,4,0,0,0.809,1,0,2,6,1237,37,0,1543756800.0,1543756800.0,0.0,4,9,0,170,1,1,1,1,1,1,1,1,1,0,0,0,0
0,192,0,4,0,0,0.641,2,0,1,30,13358,554,0,1331468160.0,1331503380.0,35220.0,4,1,1,19,0,1,0,0,0,0,0,0,0,0,1,0,0
1,17,0,4,0,0,3.307,2,1,1,8,1299,76,0,1373093640.0,1383930180.0,10836540.0,4,1,1,84,0,0,1,0,0,0,0,0,0,0,1,0,0
1,5,0,10,1,0,6.649,1,1,2,21,2777,177,0,1543764240.0,1543764240.0,0.0,10,1,1,139,0,0,1,0,0,0,0,0,0,0,1,0,0
1,5,0,7,1,0,5.475,1,0,2,14,1967,107,0,1543767780.0,1543767780.0,0.0,7,9,0,5,1,1,1,1,1,1,1,1,1,0,0,0,0
1,7,0,2,0,0,5.2780000000000005,3,1,1,8,1577,85,0,1543787760.0,1615983780.0,72196020.0,2,1,2,64,0,0,1,0,0,0,0,0,0,1,1,0,0
0,2,0,3,0,0,6.849,1,1,1,10,1669,84,0,1543800540.0,1543800540.0,0.0,3,1,1,195,0,0,0,0,0,1,0,0,0,1,0,0,0
2,16,1,3,2,0,1.3780000000000001,2,0,2,19,2983,240,0,1543808220.0,1544277060.0,468840.0,4,1,1,64,0,0,1,0,0,0,0,0,0,0,0,0,1
