discussions_count,comments_count,movie_count,screenshot_count,awards_count,link_count,file_size_mb,change_notes,certified_compatible,creator_count,featured_collection_count,visitors_count,favorites_count,accepted,posted_time,updated_time,passed_time,media_count,class_count,item_slot_count,submitted_by_submitter,class_scout,class_soldier,class_pyro,class_demoman,class_heavy,class_engineer,class_medic,class_sniper,class_spy,item_slot_headgear,item_slot_misc,item_slot_taunt,item_slot_weapon
3,70,0,2,0,0,2.571,2,1,1,40,3791,102,0,1386050520.0,1386051000.0,480.0,2,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,1
2,18,1,5,4,0,10.473,1,1,2,25,2994,235,0,1582426560.0,1582430880.0,4320.0,6,8,1,139,1,1,1,1,1,1,1,0,1,0,1,0,0
1,32,0,3,1,0,6.851,2,1,3,49,3196,243,0,1386063720.0,1387098420.0,1034700.0,3,1,1,185,0,0,1,0,0,0,0,0,0,1,0,0,0
3,30,0,4,36,0,6.807,6,1,3,58,6646,696,0,1582472520.0,1633523640.0,51051120.0,4,1,1,68,0,0,1,0,0,0,0,0,0,1,0,0,0
0,6,0,4,4,0,6.907,5,1,3,34,3105,306,0,1582472580.0,1635327180.0,52854600.0,4,1,1,68,0,0,1,0,0,0,0,0,0,0,1,0,0
0,4,0,4,3,0,7.002,5,1,3,30,2523,219,0,1582472640.0,1633523700.0,51051060.0,4,1,1,68,0,0,1,0,0,0,0,0,0,0,1,0,0
0,3,0,3,2,0,6.036,1,1,1,9,1139,89,0,1582494060.0,1582497120.0,3060.0,3,2,1,30,0,0,1,0,0,1,0,0,0,0,1,0,0
0,116,0,3,0,0,6.459,1,1,3,94,4126,412,0,1386093420.0,1386093420.0,0.0,3,1,1,42,0,0,1,0,0,0,0,0,0,0,1,0,0
2,117,0,2,0,0,4.598,1,0,5,81,6365,429,0,1386094380.0,1574338680.0,188244300.0,2,1,1,100,0,0,0,0,1,0,0,0,0,0,1,0,0
3,245,0,5,3,0,7.9879999999999995,3,0,1,395,10061,928,0,1386095640.0,1386433980.0,338340.0,5,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1
0,22,0,2,0,0,5.133,3,1,1,15,2388,202,0,1386104760.0,1386108480.0,3720.0,2,1,1,66,0,1,0,0,0,0,0,0,0,0,1,0,0
0,7,0,3,0,0,4.064,1,1,1,8,1777,59,0,1386127740.0,1386127740.0,0.0,3,1,1,24,0,0,0,0,0,1,0,0,0,0,1,0,0
0,2,0,6,0,0,8.569,1,1,3,5,579,45,0,1582599720.0,1582610640.0,10920.0,6,8,2,74,1,1,1,1,1,1,1,0,1,1,1,0,0
0,0,0,6,0,0,8.307,1,1,3,3,576,46,0,1582600080.0,1582610820.0,10740.0,6,8,2,74,1,1,1,1,1,1,1,0,1,1,1,0,0
0,0,0,5,0,0,9.178,1,1,3,7,644,46,0,1582600200.0,1583674620.0,1074420.0,5,1,1,74,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,2,0,0,5.306,1,1,1,0,876,31,0,1386142500.0,1386142500.0,0.0,2,1,1,3,0,0,0,0,0,1,0,0,0,0,1,0,0
2,15,0,4,9,0,5.584,5,1,3,20,2902,236,0,1582631220.0,1637260320.0,54629100.0,4,1,1,243,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3,1,7,1,0,5.415,2,1,1,8,1809,83,0,1582638300.0,1582655340.0,17040.0,8,1,1,139,1,0,0,0,0,0,0,0,0,0,1,0,0
0,3,1,7,2,0,6.772,1,1,1,8,1471,61,0,1582638360.0,1582655340.0,16980.0,8,1,1,139,1,0,0,0,0,0,0,0,0,0,1,0,0
0,3,1,7,1,0,6.752,2,1,1,7,1592,76,0,1582638420.0,1582655340.0,16920.0,8,1,1,139,1,0,0,0,0,0,0,0,0,0,1,0,0
0,5,0,4,0,0,9.392,3,1,2,5,522,60,0,1582641240.0,1582671480.0,30240.0,4,1,1,64,1,0,0,0,0,0,0,0,0,1,0,0,0
0,5,0,4,1,0,9.104,2,1,2,5,376,46,0,1582642320.0,1582671480.0,29160.0,4,1,1,64,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,0,4,0,0,6.995,2,1,2,3,340,39,0,1582642560.0,1582671480.0,28920.0,4,1,1,64,1,0,0,0,0,0,0,0,0,1,0,0,0
4,6,0,5,6,0,1.7069999999999999,1,0,1,30,3830,226,0,1582661160.0,1606076160.0,23415000.0,5,1,2,5,0,0,0,0,0,1,0,0,0,0,1,0,1
1,67,0,5,0,0,7.949,5,1,2,47,3116,297,0,1386150480.0,1386214740.0,64260.0,5,9,1,114,1,1,1,1,1,1,1,1,1,1,0,0,0
0,2,0,3,0,0,3.9939999999999998,1,1,1,6,1128,40,0,1386155160.0,1386155160.0,0.0,3,1,1,116,0,0,0,0,0,0,0,1,0,1,0,0,0
0,23,1,3,0,0,0.101,3,0,1,9,1689,65,0,1333246260.0,1333763220.0,516960.0,4,1,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0
2,77,0,3,1,0,4.172,1,1,5,89,4445,387,0,1386165900.0,1386165900.0,0.0,3,1,1,153,0,0,0,0,1,0,0,0,0,1,0,0,0
2,8,0,3,0,0,6.539,2,1,2,11,2266,127,0,1582772220.0,1583203380.0,431160.0,3,2,2,154,1,1,0,0,0,0,0,0,0,1,1,0,0
1,107,1,4,1,0,14.929,3,1,2,69,5269,622,0,1386175440.0,1387215120.0,1039680.0,5,1,1,172,0,0,0,0,1,0,0,0,0,0,1,0,0
0,9,0,3,3,1,10.214,1,1,2,22,2959,184,0,1582799160.0,1596040080.0,13240920.0,3,1,1,75,0,0,0,1,0,0,0,0,0,1,0,0,0
0,25,0,2,0,0,4.599,1,0,4,19,3243,197,0,1386187800.0,1574338680.0,188150880.0,2,1,1,100,0,0,0,0,1,0,0,0,0,0,1,0,0
0,1,0,6,0,0,11.401,1,1,4,9,2090,86,0,1582881240.0,1582885740.0,4500.0,6,8,2,224,1,1,1,1,1,1,1,0,1,1,1,0,0
2,14,0,4,2,0,6.822,4,1,3,21,3065,180,0,1582922040.0,1633523760.0,50601720.0,4,1,1,68,0,0,0,0,0,0,1,0,0,1,0,0,0
0,20,0,0,0,0,0.177,1,0,1,3,1340,27,0,1318519080.0,1318519080.0,0.0,0,1,1,4,0,0,0,0,0,0,0,0,1,1,0,0,0
0,46,0,3,0,1,3.6189999999999998,1,1,2,18,3744,132,0,1386226380.0,1386226380.0,0.0,3,1,1,36,0,0,1,0,0,0,0,0,0,0,1,0,0
0,1,0,7,1,0,5.487,1,1,2,7,586,61,0,1582949580.0,1582968420.0,18840.0,7,1,1,32,1,0,0,0,0,0,0,0,0,0,1,0,0
0,2,0,7,0,0,5.159,1,1,2,5,391,40,0,1582949820.0,1582968420.0,18600.0,7,1,1,32,1,0,0,0,0,0,0,0,0,0,1,0,0
0,9,1,2,0,0,2.574,1,0,2,4,1034,55,0,1335430080.0,1335430080.0,0.0,3,1,1,23,0,0,0,1,0,0,0,0,0,1,0,0,0
0,140,0,3,1,0,4.49,1,1,2,91,4859,536,0,1386232560.0,1386232560.0,0.0,3,1,1,100,0,0,0,0,0,0,0,1,0,0,1,0,0
1,53,0,2,0,0,0.74,3,0,1,31,2940,205,0,1333255980.0,1337323620.0,4067640.0,2,1,1,85,0,1,0,0,0,0,0,0,0,0,1,0,0
0,14,0,2,1,0,0.546,2,0,1,13,1695,113,0,1333256160.0,1337323680.0,4067520.0,2,1,1,85,0,1,0,0,0,0,0,0,0,0,1,0,0
0,84,0,0,0,0,0.366,1,0,1,42,2732,198,0,1333256340.0,1333256340.0,0.0,0,1,1,85,0,1,0,0,0,0,0,0,0,0,1,0,0
0,26,0,2,0,0,1.782,2,0,1,24,2471,148,0,1386250980.0,1646898480.0,260647500.0,2,1,1,6,0,0,1,0,0,0,0,0,0,0,0,0,1
0,5,0,3,3,0,5.044,2,1,3,15,980,91,0,1583063760.0,1602310200.0,19246440.0,3,1,2,116,1,0,0,0,0,0,0,0,0,1,1,0,0
0,3,0,3,2,0,6.838,2,1,3,13,759,83,0,1583063880.0,1602310200.0,19246320.0,3,1,1,116,1,0,0,0,0,0,0,0,0,0,1,0,0
0,7,0,3,12,0,2.907,1,1,1,0,1487,25,0,1583065800.0,1609948560.0,26882760.0,3,1,1,1,0,0,0,0,0,1,0,0,0,1,0,0,0
0,1,0,3,0,0,5.225,1,1,3,12,1727,67,0,1583084040.0,1609584720.0,26500680.0,3,1,1,243,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,3,1,0,5.196,1,1,3,15,1865,87,0,1583084100.0,1609584720.0,26500620.0,3,1,1,243,0,0,0,1,0,0,0,0,0,0,1,0,0
1,37,0,2,0,0,3.259,3,1,1,31,4603,228,0,1386279060.0,1387406340.0,1127280.0,2,1,1,13,0,0,0,0,0,1,0,0,0,0,1,0,0
0,12,0,2,0,0,3.125,2,1,1,13,3036,130,0,1386279540.0,1386283800.0,4260.0,2,1,1,13,0,0,0,0,0,1,0,0,0,0,1,0,0
0,2,1,1,4,0,0.008,3,0,1,14,2349,108,0,1583099100.0,1594500360.0,11401260.0,2,8,2,34,1,1,1,1,1,1,1,0,1,1,1,0,0
1,16,0,2,0,0,0.056,1,0,2,6,1307,13,0,1335430260.0,1335430260.0,0.0,2,1,1,4,0,0,1,0,0,0,0,0,0,1,0,0,0
1,88,0,2,0,2,4.331,6,1,3,61,3343,332,0,1386303840.0,1425875040.0,39571200.0,2,1,1,15,0,0,0,0,0,1,0,0,0,0,1,0,0
0,22,0,5,6,0,7.548,2,1,3,18,3363,231,0,1583182260.0,1583189460.0,7200.0,5,1,1,139,0,0,1,0,0,0,0,0,0,0,1,0,0
0,8,0,4,1,0,5.635,1,1,2,9,1770,102,0,1583195520.0,1583197440.0,1920.0,4,1,1,124,0,0,0,0,0,0,0,0,1,1,0,0,0
3,25,0,4,0,0,3.961,1,1,2,19,3097,178,0,1386307860.0,1386307860.0,0.0,4,1,1,47,0,0,0,0,0,0,0,0,1,1,0,0,0
0,0,0,3,0,0,6.84,2,1,3,7,914,69,0,1583218080.0,1602310200.0,19092120.0,3,1,1,116,1,0,0,0,0,0,0,0,0,0,1,0,0
8,38,1,4,7,2,6.175,1,0,1,17,6370,206,0,1583236020.0,1584106500.0,870480.0,5,0,2,20,0,0,0,0,0,0,0,0,0,0,1,0,1
0,13,1,3,4,0,0.10300000000000001,1,0,2,16,2168,127,0,1583264640.0,1591386540.0,8121900.0,4,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0
3,269,1,3,2,0,7.358,1,1,1,172,5058,619,0,1386326100.0,1386326100.0,0.0,4,9,1,29,1,1,1,1,1,1,1,1,1,0,1,0,0
2,34,1,5,0,0,5.841,4,1,2,19,2889,136,0,1583383560.0,1599470760.0,16087200.0,6,1,1,139,0,0,0,0,1,0,0,0,0,0,1,0,0
2,17,0,4,21,0,9.355,2,1,4,18,2336,249,0,1583385000.0,1600308960.0,16923960.0,4,8,2,61,1,1,1,1,1,1,1,0,1,1,1,0,0
0,1,0,4,1,0,9.146,2,1,4,17,1221,108,0,1583385360.0,1600313460.0,16928100.0,4,8,2,61,1,1,1,1,1,1,1,0,1,1,1,0,0
0,15,1,1,0,0,1.979,1,0,2,3,1137,69,0,1335430380.0,1335430380.0,0.0,2,1,1,23,0,0,0,1,0,0,0,0,0,0,1,0,0
0,24,0,3,0,0,5.518,2,1,2,22,2639,125,0,1386341040.0,1386341820.0,780.0,3,1,1,7,0,0,1,0,0,0,0,0,0,1,0,0,0
0,15,0,3,0,0,3.766,1,1,3,25,1880,206,0,1386342060.0,1386342060.0,0.0,3,1,0,15,0,0,0,0,0,0,0,0,1,0,0,0,0
1,31,0,2,0,0,4.069,1,0,2,15,1807,145,0,1386349140.0,1636804200.0,250455060.0,2,1,1,5,0,0,1,0,0,0,0,0,0,1,0,0,0
0,11,0,3,0,0,4.082,1,1,3,11,1612,145,0,1386357660.0,1386357660.0,0.0,3,1,1,183,0,0,0,0,0,1,0,0,0,0,1,0,0
0,14,0,3,6,0,7.963,1,1,2,19,2855,225,0,1583488800.0,1583563740.0,74940.0,3,3,0,154,0,1,0,1,0,1,0,0,0,0,0,0,0
1,21,0,3,0,0,1.018,2,0,1,11,2203,66,0,1386371520.0,1386393360.0,21840.0,3,7,1,14,1,1,1,1,1,0,1,1,0,0,0,0,1
5,19,0,3,2,0,8.784,1,1,2,16,3112,140,0,1583570640.0,1583573520.0,2880.0,3,1,2,124,0,0,1,0,0,0,0,0,0,1,1,0,0
2,50,1,2,1,0,4.281,1,1,1,56,3318,237,0,1386389580.0,1386389580.0,0.0,3,1,1,16,0,0,1,0,0,0,0,0,0,0,1,0,0
1,11,0,5,1,0,11.636,2,1,4,12,2068,87,0,1583593500.0,1583596140.0,2640.0,5,8,2,93,1,1,1,1,1,1,1,0,1,1,1,0,0
0,23,0,2,0,0,3.052,1,1,1,8,1304,21,0,1386395280.0,1386395280.0,0.0,2,1,1,3,0,0,0,0,1,0,0,0,0,0,1,0,0
0,25,1,1,0,0,0.6960000000000001,1,0,2,9,1985,119,0,1335430560.0,1335430560.0,0.0,2,1,1,23,0,0,0,1,0,0,0,0,0,0,1,0,0
0,7,0,3,0,0,6.208,1,1,3,3,921,35,0,1386402060.0,1386402060.0,0.0,3,1,1,15,0,0,0,0,0,1,0,0,0,1,0,0,0
1,17,1,2,11,0,1.635,1,0,3,22,2007,204,0,1583660460.0,1600906440.0,17245980.0,3,8,1,94,1,1,1,1,1,1,1,0,1,0,1,0,0
0,3,0,4,0,0,8.994,1,1,2,6,1751,82,0,1583673300.0,1583674440.0,1140.0,4,1,1,74,0,0,0,1,0,0,0,0,0,0,1,0,0
0,3,1,9,1,0,0.359,2,0,1,9,1721,76,0,1583674140.0,1583920680.0,246540.0,10,8,1,1,1,1,1,1,1,1,1,0,1,0,1,0,0
2,179,0,4,1,0,2.729,4,0,1,110,9717,636,0,1333273560.0,1334310960.0,1037400.0,4,1,1,111,0,0,0,1,0,0,0,0,0,0,0,0,1
2,16,0,5,6,0,5.551,3,1,3,26,4725,342,0,1583680020.0,1604912580.0,21232560.0,5,1,1,426,0,0,0,0,0,1,0,0,0,0,1,0,0
0,1,0,5,0,0,7.224,1,1,2,7,403,41,0,1583710800.0,1583717760.0,6960.0,5,1,1,124,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,0,5,2,0,6.954,1,1,2,6,375,58,0,1583711040.0,1583717760.0,6720.0,5,1,1,124,0,0,1,0,0,0,0,0,0,0,1,0,0
0,2,0,5,1,0,6.567,1,1,2,9,911,110,0,1583711100.0,1583717820.0,6720.0,5,1,1,124,0,0,1,0,0,0,0,0,0,0,1,0,0
0,45,0,2,0,0,3.029,2,1,3,20,2675,187,0,1386424920.0,1386440340.0,15420.0,2,1,1,26,0,0,0,1,0,0,0,0,0,0,1,0,0
0,1,0,1,0,0,5.346,1,1,2,3,925,13,0,1583833680.0,1583873580.0,39900.0,1,1,1,191,0,0,0,0,0,1,0,0,0,1,0,0,0
1,58,0,2,0,0,5.257,2,1,1,75,4473,410,0,1386433200.0,1387014360.0,581160.0,2,1,1,61,0,0,0,0,0,0,0,1,0,0,1,0,0
0,3,0,7,0,0,0.417,1,0,1,1,975,11,0,1583852400.0,1584715740.0,863340.0,7,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
0,21,0,5,0,0,5.559,1,1,2,12,2081,113,0,1386444960.0,1386444960.0,0.0,5,1,1,10,0,0,0,0,0,1,0,0,0,1,0,0,0
1,19,0,4,56,0,6.865,4,1,2,60,8126,703,0,1583903280.0,1636011780.0,52108500.0,4,1,1,185,0,0,1,0,0,0,0,0,0,0,1,0,0
0,33,0,4,119,0,5.575,4,1,2,77,10269,995,0,1583903400.0,1636011780.0,52108380.0,4,1,1,185,0,0,1,0,0,0,0,0,0,0,1,0,0
0,14,0,4,27,0,5.5280000000000005,4,1,2,53,6422,530,0,1583903520.0,1636011840.0,52108320.0,4,1,1,185,0,0,1,0,0,0,0,0,0,1,0,0,0
1,12,1,3,0,0,2.574,1,0,1,6,1387,14,0,1333278240.0,1333278240.0,0.0,4,1,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
0,5,0,6,0,0,6.8260000000000005,1,1,3,5,1519,107,0,1386451980.0,1386451980.0,0.0,6,1,1,380,0,0,0,0,0,1,0,0,0,0,1,0,0
0,0,0,4,0,0,6.2780000000000005,1,1,3,7,397,34,0,1583920680.0,1583922000.0,1320.0,4,8,2,153,1,1,1,1,1,1,1,0,1,1,1,0,0
16,81,0,3,20,0,4.819,2,1,2,50,11001,700,0,1583938260.0,1609584660.0,25646400.0,3,1,1,243,0,0,0,0,0,1,0,0,0,0,1,0,0
0,7,0,2,0,0,4.749,1,0,1,2,1234,10,0,1386467760.0,1386467760.0,0.0,2,1,1,2,0,0,0,0,0,1,0,0,0,0,1,0,0
0,4,0,1,0,1,3.856,1,1,1,5,972,13,0,1386470100.0,1386470100.0,0.0,1,1,1,36,0,0,0,0,0,1,0,0,0,0,1,0,0
3,174,0,9,1,0,22.86,1,1,4,119,8661,787,0,1386475020.0,1386475020.0,0.0,9,9,1,85,1,1,1,1,1,1,1,1,1,1,0,0,0
8,132,0,10,2,0,16.78,2,1,4,113,10885,758,0,1386475260.0,1386490920.0,15660.0,10,9,1,85,1,1,1,1,1,1,1,1,1,1,0,0,0
0,34,0,5,0,0,4.591,2,1,1,21,1759,110,0,1386481620.0,1386481980.0,360.0,5,9,1,4,1,1,1,1,1,1,1,1,1,0,1,0,0
0,29,0,3,0,0,5.663,1,1,4,24,3794,304,0,1386482520.0,1386482520.0,0.0,3,1,1,55,0,0,0,0,0,1,0,0,0,0,1,0,0
0,74,0,2,0,0,0.686,2,0,1,22,3349,306,0,1333282020.0,1340976420.0,7694400.0,2,1,1,42,0,0,0,0,1,0,0,0,0,1,0,0,0
1,42,1,3,0,0,1.405,2,0,2,9,2156,80,0,1335430860.0,1335666000.0,235140.0,4,1,1,23,0,0,0,1,0,0,0,0,0,0,0,0,1
0,48,0,2,1,0,5.225,2,1,2,19,3249,267,0,1333282620.0,1371118080.0,37835460.0,2,1,1,42,0,0,0,0,0,1,0,0,0,0,1,0,0
0,8,0,2,0,0,3.792,1,1,1,6,1313,78,0,1386490800.0,1386490800.0,0.0,2,1,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0
0,24,0,3,0,0,5.871,1,1,1,11,1790,122,0,1386492000.0,1386492000.0,0.0,3,1,1,116,0,0,0,1,0,0,0,0,0,0,1,0,0
2,50,0,3,1,0,3.513,1,1,3,46,3701,377,0,1386492960.0,1386492960.0,0.0,3,1,1,57,0,0,0,0,0,0,1,0,0,0,1,0,0
3,251,0,3,2,0,6.942,1,1,2,227,13489,1469,0,1386496500.0,1386496500.0,0.0,3,1,1,52,0,0,0,0,1,0,0,0,0,0,1,0,0
2,40,0,3,0,0,3.902,1,1,2,37,3746,362,0,1386501840.0,1386501840.0,0.0,3,1,1,7,0,0,0,0,0,1,0,0,0,1,0,0,0
2,104,0,3,0,0,6.694,1,1,2,92,10145,817,0,1386503280.0,1386503280.0,0.0,3,1,1,74,0,0,0,0,1,0,0,0,0,0,1,0,0
5,348,0,4,5,0,3.941,1,1,1,310,16703,1928,0,1386503700.0,1386503700.0,0.0,4,1,1,31,0,0,0,0,1,0,0,0,0,0,1,0,0
0,12,0,3,0,0,5.362,1,1,3,15,1637,100,0,1386503940.0,1386503940.0,0.0,3,1,1,39,0,0,1,0,0,0,0,0,0,0,1,0,0
0,14,0,8,1,0,7.231,4,1,2,11,550,79,0,1584181860.0,1601569800.0,17387940.0,8,1,1,139,0,1,0,0,0,0,0,0,0,0,1,0,0
0,3,0,5,1,0,9.647,4,1,2,12,488,62,0,1584181980.0,1601569860.0,17387880.0,5,1,1,139,0,1,0,0,0,0,0,0,0,1,0,0,0
0,9,0,8,1,0,6.922,4,1,2,11,579,96,0,1584182160.0,1601569860.0,17387700.0,8,1,1,139,0,1,0,0,0,0,0,0,0,0,1,0,0
0,6,0,3,0,0,5.519,1,1,2,9,978,62,0,1386507120.0,1386507120.0,0.0,3,1,1,13,0,1,0,0,0,0,0,0,0,0,1,0,0
3,161,0,3,1,0,5.585,7,1,1,121,6873,798,0,1386511020.0,1387284480.0,773460.0,3,1,1,5,0,0,0,0,0,1,0,0,0,1,0,0,0
0,42,0,3,0,0,3.77,1,1,1,25,2273,177,0,1386520920.0,1386520920.0,0.0,3,1,1,26,0,0,0,0,0,0,0,0,1,0,1,0,0
1,18,0,4,0,0,3.789,2,0,1,13,2249,123,0,1386530760.0,1386596640.0,65880.0,4,1,1,14,0,0,0,0,0,1,0,0,0,1,0,0,0
1,24,0,4,0,0,4.28,3,1,1,8,3608,64,0,1386530880.0,1386531660.0,780.0,4,1,1,14,0,0,0,0,0,1,0,0,0,0,1,0,0
1,492,0,3,8,0,5.896,1,1,3,242,21154,1922,0,1386532560.0,1386532560.0,0.0,3,1,1,54,0,0,1,0,0,0,0,0,0,0,1,0,0
0,27,0,4,0,0,5.154,6,1,3,15,2687,206,0,1386532980.0,1386886740.0,353760.0,4,1,1,19,0,0,0,1,0,0,0,0,0,0,1,0,0
0,11,0,3,0,0,5.298,2,1,2,24,1424,67,0,1386534420.0,1386581880.0,47460.0,3,1,1,100,0,0,0,0,1,0,0,0,0,0,1,0,0
1,31,0,2,0,0,5.45,1,1,2,36,2274,155,0,1386534600.0,1386534600.0,0.0,2,1,1,100,0,0,0,0,1,0,0,0,0,0,1,0,0
5,20,1,6,4,0,5.959,4,1,2,34,3887,314,0,1584265560.0,1601569860.0,17304300.0,7,1,1,139,0,1,0,0,0,0,0,0,0,0,1,0,0
0,181,0,1,2,0,6.534,1,1,1,70,3835,378,0,1386543180.0,1386543180.0,0.0,1,6,1,2,1,1,0,1,1,1,0,1,0,1,0,0,0
0,21,0,3,0,0,3.863,5,1,2,17,1917,155,0,1333292640.0,1370965140.0,37672500.0,3,1,1,39,0,0,0,0,1,0,0,0,0,1,0,0,0
0,16,0,5,0,0,0.909,1,0,1,7,1399,64,0,1584271260.0,1585306560.0,1035300.0,5,0,0,41,0,0,0,0,0,0,0,0,0,0,0,0,0
2,28,0,3,16,0,6.835,1,1,2,14,2969,200,0,1584281640.0,1584283860.0,2220.0,3,1,1,154,0,0,0,0,0,0,0,0,1,1,0,0,0
2,93,1,2,0,0,2.192,2,0,2,61,5380,296,0,1335431040.0,1335617700.0,186660.0,3,1,1,23,0,0,0,1,0,0,0,0,0,0,0,0,1
0,29,0,2,0,0,5.182,1,1,1,24,3469,178,0,1386576780.0,1386576780.0,0.0,2,1,1,5,0,0,1,0,0,0,0,0,0,0,1,0,0
1,124,0,5,2,0,8.307,1,0,1,157,10601,980,0,1386580080.0,1386580080.0,0.0,5,1,1,7,0,0,0,0,0,1,0,0,0,0,1,0,0
0,48,0,4,0,0,6.796,1,1,4,94,4204,370,0,1386581040.0,1386581040.0,0.0,4,1,1,139,0,0,1,0,0,0,0,0,0,1,0,0,0
2,89,0,5,1,0,6.867,2,1,3,47,5055,685,0,1386581640.0,1386586860.0,5220.0,5,1,1,85,0,0,1,0,0,0,0,0,0,0,1,0,0
0,14,0,7,7,0,8.207,3,1,2,22,2171,245,0,1584373800.0,1631439960.0,47066160.0,7,1,1,78,0,0,0,0,0,0,1,0,0,1,0,0,0
0,7,0,7,2,0,8.209,4,1,2,13,1528,147,0,1584373860.0,1631442660.0,47068800.0,7,1,1,78,0,0,0,0,0,0,1,0,0,1,0,0,0
0,71,0,4,1,0,3.98,1,1,3,33,2776,179,0,1386586680.0,1386586680.0,0.0,4,1,1,100,1,0,0,0,0,0,0,0,0,1,0,0,0
0,10,0,3,0,0,3.8120000000000003,1,1,2,14,1629,88,0,1386587160.0,1386587160.0,0.0,3,1,1,100,1,0,0,0,0,0,0,0,0,0,1,0,0
1,26,0,3,0,0,4.037,1,1,2,14,1731,111,0,1386587280.0,1386587280.0,0.0,3,1,1,100,1,0,0,0,0,0,0,0,0,0,1,0,0
13,65,0,5,216,0,5.969,2,1,3,54,15488,1157,0,1584428460.0,1631894760.0,47466300.0,5,1,1,32,1,0,0,0,0,0,0,0,0,1,0,0,0
2,20,1,12,1,0,25.67,2,0,1,14,2522,145,0,1584436500.0,1622713740.0,38277240.0,13,2,0,139,0,0,0,0,0,0,0,1,1,0,0,0,0
0,8,0,3,0,0,5.533,5,1,2,15,1296,68,0,1386598020.0,1513599000.0,127000980.0,3,1,1,39,0,0,1,0,0,0,0,0,0,0,1,0,0
0,16,0,5,0,1,4.011,4,1,3,17,2011,144,0,1386599640.0,1386685860.0,86220.0,5,1,1,9,1,0,0,0,0,0,0,0,0,1,0,0,0
9,299,0,3,3,0,5.138,4,1,1,218,14766,1306,0,1386600060.0,1386602940.0,2880.0,3,1,1,66,0,0,0,0,0,1,0,0,0,0,1,0,0
0,6,0,3,0,0,3.927,3,1,1,9,881,23,0,1386601080.0,1386918900.0,317820.0,3,1,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0
1,5,0,4,0,0,9.309,1,1,2,14,2595,94,0,1584450060.0,1584462840.0,12780.0,4,8,1,94,1,1,1,1,1,1,1,0,1,0,1,0,0
0,13,1,3,0,0,5.8870000000000005,4,1,3,27,2027,140,0,1386607260.0,1513501500.0,126894240.0,4,1,1,39,0,0,1,0,0,0,0,0,0,0,1,0,0
2,54,0,5,1,0,9.272,3,1,2,35,4217,238,0,1386607500.0,1386608340.0,840.0,5,9,1,118,1,1,1,1,1,1,1,1,1,0,1,0,0
1,36,0,5,0,0,5.453,2,1,3,33,2464,235,0,1386610380.0,1386611640.0,1260.0,5,1,1,39,0,0,1,0,0,0,0,0,0,0,1,0,0
0,30,0,3,0,0,2.825,1,1,1,11,1877,132,0,1386611940.0,1386611940.0,0.0,3,1,1,26,1,0,0,0,0,0,0,0,0,0,1,0,0
1,40,0,6,2,0,10.242,1,1,2,48,3885,276,0,1386614460.0,1386614460.0,0.0,6,9,1,11,1,1,1,1,1,1,1,1,1,1,0,0,0
0,48,0,4,1,0,10.297,1,1,5,42,3104,356,0,1386616380.0,1386616380.0,0.0,4,9,1,153,1,1,1,1,1,1,1,1,1,0,1,0,0
0,27,0,8,0,0,7.066,2,0,2,18,2096,170,0,1386620760.0,1579345440.0,192724680.0,8,8,1,65,1,1,1,1,1,1,1,0,1,0,1,0,0
0,14,0,3,1,0,5.848,1,1,3,24,2516,181,0,1386630960.0,1386630960.0,0.0,3,1,1,135,0,0,0,0,1,0,0,0,0,0,1,0,0
1,20,0,4,10,0,7.973,3,1,3,24,4194,313,0,1584529260.0,1604912460.0,20383200.0,4,8,2,426,1,1,1,1,1,1,1,0,1,1,1,0,0
0,20,0,4,1,0,12.14,1,1,3,15,2809,151,0,1584533880.0,1584715740.0,181860.0,4,8,2,95,1,1,1,1,1,1,1,0,1,1,1,0,0
0,106,0,4,0,0,6.491,2,1,3,73,9828,803,0,1386646140.0,1513332480.0,126686340.0,4,1,1,179,0,0,0,0,1,0,0,0,0,0,1,0,0
0,24,0,13,0,0,6.865,1,1,2,20,1446,97,0,1386657540.0,1386657540.0,0.0,13,9,1,47,1,1,1,1,1,1,1,1,1,1,0,0,0
3,58,0,3,0,0,5.405,1,1,1,27,2921,70,0,1386664080.0,1386664080.0,0.0,3,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
0,86,0,4,0,0,7.443,2,1,1,97,5374,677,0,1386668760.0,1386693180.0,24420.0,4,9,1,114,1,1,1,1,1,1,1,1,1,0,1,0,0
0,15,0,7,0,0,5.587,1,1,1,51,1756,164,0,1386669180.0,1386669180.0,0.0,7,1,1,10,0,0,0,0,0,0,0,0,1,1,0,0,0
